overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
1.0,True,"11 11, 2012",A1528GOYQH5KYE,B000WR42T6,The Shredator,"First thing that broke was the paddles. That required remapping those functions to the buttons on the wheel. The wheel is too small. This thing is a toy. If you're really into PC SIM racing, get a MoMo or better yet, a G27.",DO NOT BUY,1352592000,,,
1.0,True,"10 6, 2016",A33G43DODJ1E8Z,B00AAS888S,cc-vortex,Didn't work on normal wood desk surface. This mouse absolutely requires a mouse pad. No thanks.,One Star,1475712000,,{'Style:': ' DeathAdder Chroma'},
1.0,False,"05 15, 2012",A1QJJU33VNC4S7,B00178630A,D@rkFX,"I'll start off by saying that you cannot own this game, it's more like a life-time rental for $59 without any guarantee that it will work in the future be it two weeks from now or even tomorrow.

I was skeptical of all the negative reviews about the always on Internet DRM mechanism but all I can tell is that it works in the player/customer's disadvantage. All the negative feedback this game has gotten in just one day speak for itself.

Not only this adds 0 resale value but you cannot even play your own copy if the servers go down and I'm not even referring to online play but even playing the offline campaign requires an active Internet connection.

If you thought Starcraft 2 had a draconian DRM scheme then better not waste your money on Diablo 3 or wait until the price drops to $9.",Orwellian DRM ends the Diablo franchise,1337040000,28,{'Format:': ' Computer Game'},
1.0,False,"02 13, 2016",A2QX3LB4Q1LOX8,B015NGZFWS,strikerace,"Piece of s***
If I didn't have friends that played games on it I would send it back
graphics for games are no better than on the PS3
Battlefield 4 is exactly the same on the PS3
REALLY A PIECE OF S*** FOR MULTIMEDIA
I WILL USE MY PS3 FOR YEARS TO COME.

This is an update after having the system for a few monthe
The games are outrageously priced !!!!!
Almost $100 for
Black OPs
BF4
Rainbow 6 Seige
to get the premium and the map DLC to play without interruption !!!
You have to pay for Playstation PLUS in addition to the high game prices !!
18 a month or 50 a year, THEN they nickle and dime you too death just like they do with the xbox !
It says you can get a free trial of PLAYSTATION PLUS if you sign up for it then after you sign up it won't let you get the free trial !
You have to search for the trial - THEN - sign up for it then it renews ! IT DOESN'T SAY THAT !
I have spent over 325$ and I only have three games to play !","Piece of s***, won't do half what the PS3 WILL. Your going to spend $$$$$",1455321600,,,
1.0,True,"03 16, 2010",A2IM6XJH4QIC7K,B0014ULQDA,Sean,"This is was a waste, even at a discounted price.  I can play any sports game and get some satisfaction out of it....well, except this one. Played it for 15 minutes and never played again.",Stinks,1268697600,2,,
1.0,False,"12 2, 2012",A2172P0XZDC8L3,B001REXH76,Thomas A. Zulli,"I was in the mood for a new ds game but not spend a lot. Saw this for $5 at gamestop, and thought ""how bad can this be?""...30 min later I was returning it. God was it bad. I mean if it was a free game...ok but the gameplay mechanics were bad. You had to press the shoulder buttons and then swipe the stylist to do an attack...most of the time that didn't work. I guess they couldn't get Harrison Ford's likeness sunce the photo cutscenes had Indy's face covered by darkness. The whole reason I picked this up was because it was an Indiana Jones game. I was expecting something kind kf simular to Tomb Raider since they are both very simular.

Dont get this game

Pros:
-Uh its an Indiana Jones game

Cons:
-Everything",Oh my god this game is bad,1354406400,,{'Platform:': ' Nintendo DS'},
1.0,False,"12 21, 2013",A2VCN6NUP636RC,B00DBDPOZ4,Glenn L.,"Its a damn abomination that im paying 100 dollars more for the premium console, yet still have to buy more accessories that should be included. Youd think that it being a GAMING console they would make the gaming experience better before including useless features that no one wants, yes im referring to the Kinect that i was forced to buy yet still haven't taken out of the box. Im glad to see that im not the only one that feels this way.",No issues but it should be included in the first place,1387584000,4,{'Format:': ' Video Game'},
1.0,False,"07 7, 2016",A2HDQQ3DAKFZYG,B00XWE60G4,Phob ISS,"This game is broken.  The new and improved motion enhancement that 2K greatly promoted before releasing this game has ruined the 2K basketball series.  First off, the ratings for your player are irrelevant.  You can have a 99 speed and quickness rating but it won't matter.  You will get chased down by computer players with 65 speed and quickness ratings.  Second, the most important, is the shooting.  The shooting is broken and by itself is the primary reason to skip this game.  You will never, yes NEVER, shoot better than mid fifty percent.  You can have 99 shooting, a perfect release, be completely wide open and you will miss half of you shots.  EVEN LAYUPS!  It doesn't matter what you do.  The computer will not permit you to make more than that no matter what.  In your gym you will shoot 90% or better but in the game its around 55% every single game.  Your release animation means nothing.  The constant loading screens now have cut scenes where they play movies.  Which slows down the loading and just takes longer.  At the end of the game their is a post game sports like show.  You cant skip it.  Well, you can sort of skip it.  You can press circle around 5 times to skip the first part.  Then again another 5 times to skip the highlights video, then wait another 10 seconds before you can do it again to skip the end of the post game show.  THEN, you can leave the game and start loading the menu.  Its really slow and frustrating.

 Amidst all the bad is some good.  The story line is awesome and makes you want to play.  Your own gym that you can customize is great.

The story line is awesome","Worst basketball game I've ever played, absolute garbage.  So bad boycotting 2017.  Rent it to see.",1467849600,,{'Format:': ' Video Game'},
1.0,True,"01 15, 2016",A394QBNLVY147D,B00002STLL,Brian V.,"You have to play , It's a hassle to get it on a 64 bit computer. I'm just going to give it to someone with an old one. I'm not happy!",I'm not happy!,1452816000,,,
1.0,False,"11 19, 2001",AH2647108RM74,B00005LABJ,David Copeland,"This game doesn't make much sense in terms of the Star Wars universe.  It was clearly made to be as similar to Age of Kings as possible.  Yeah, it's pretty cool to select some Tie Fighters and tell them to attack, or to move around an At-At, but I'm sorry, Wookies, Naboo and Gungans are all lame.  It suffers from all the same problems as Age Of Kings:
- Really really slow action, where everything takes forever
- Sound is really bad.  It sounds sample from someone's VHS copy of Star Wars
- Missions are boring
- Too many units
- So many resources that you spend all your time making drones to chop down trees.
Additionally:
- The graphics are sub-par.  The color palletes for things are not right and there's a lot of dithering.  It looks really bad.
- Each ""race"" is essentially exactly the same as the others.  All have basically the same units and tech, with minor differences to make it appear that they ""balanced"" the game.
Do not buy this.",Age of Kings with Star Wars Graphics (and bad ones at that),1006128000,15,,
1.0,True,"08 18, 2017",A3U11UX5Q74LE2,B004RMK57U,Adniel C.,did not work,did not work,1503014400,,"{'Length:': ' 12 Month', 'Subscription Length:': ' 12 Month'}",
1.0,True,"02 10, 2014",A1980UDWGL6J3N,B00D4WTO1M,Jose Castillo Martinez,"If you played any of the ps3 cod then there is nothing new on this one, not even graphics, it is basically and expansion from any ps3 cod. don't waste your money",same old S***,1391990400,,{'Format:': ' Video Game'},
1.0,True,"01 12, 2014",AWM71EB5VOI8Z,B00157RKFU,rhea,Remote does not work with super nintendo. when you plug it in it seems to be malfunctioned. I would not buy from here again. bummer!,It doesnt work,1389484800,,,
1.0,True,"11 1, 2015",A3I74XXQM08W98,B00P61L6EW,C.Strawn,They didn't bother to cut the mounting hole to size so unless you drill them out yourself you can't mount them. If they would have told me this in the description I wouldn't be as mad but to pretend that this is a complete product is very aggravating. I have a pic showing the original one on the left and the aftermarket one on the right.,Not a complete product,1446336000,37,,['https://images-na.ssl-images-amazon.com/images/I/71SVo30f4pL._SY88.jpg']
